id,POP_2010,ELEV_IN_FT,STATE
"407",13498.000000000000000,932.000000000000000,MI
"408",76377.000000000000000,43.000000000000000,MA
"409",90329.000000000000000,36.000000000000000,MA
"410",41340.000000000000000,13.000000000000000,MA
"411",39502.000000000000000,30.000000000000000,MA
"412",28789.000000000000000,56.000000000000000,MA
"413",17416.000000000000000,36.000000000000000,MA
"414",51251.000000000000000,23.000000000000000,MA
"416",26197.000000000000000,715.000000000000000,WI
"417",97856.000000000000000,148.000000000000000,NY
"418",16168.000000000000000,98.000000000000000,NY
"419",19204.000000000000000,1129.000000000000000,NY
"423",13708.000000000000000,722.000000000000000,MA
"425",41667.000000000000000,66.000000000000000,MA
"426",106519.000000000000000,118.000000000000000,MA
"427",38499.000000000000000,390.000000000000000,MA
"428",60632.000000000000000,66.000000000000000,MA
"429",105162.000000000000000,16.000000000000000,MA
"430",59450.000000000000000,16.000000000000000,MA
"431",56173.000000000000000,16.000000000000000,MA
"432",26983.000000000000000,59.000000000000000,MA
"433",85146.000000000000000,98.000000000000000,MA
"434",181045.000000000000000,479.000000000000000,MA
"435",40318.000000000000000,453.000000000000000,MA
"436",20228.000000000000000,1070.000000000000000,MA
"437",40759.000000000000000,390.000000000000000,MA
"438",57637.000000000000000,620.000000000000000,IA
"439",25206.000000000000000,1115.000000000000000,IA
"440",68406.000000000000000,856.000000000000000,IA
"442",30014.000000000000000,410.000000000000000,NY
"443",11183.000000000000000,932.000000000000000,NY
"445",12563.000000000000000,617.000000000000000,NY
"446",31146.000000000000000,1378.000000000000000,NY
"447",82684.000000000000000,1201.000000000000000,IA
"451",28549.000000000000000,249.000000000000000,MA
"452",14452.000000000000000,1447.000000000000000,NY
"455",617594.000000000000000,46.000000000000000,MA
"456",35177.000000000000000,39.000000000000000,MA
"457",51755.000000000000000,10.000000000000000,MA
"459",19435.000000000000000,725.000000000000000,MI
"460",47376.000000000000000,866.000000000000000,NY
"461",92271.000000000000000,30.000000000000000,MA
"462",55298.000000000000000,85.000000000000000,MA
"463",41094.000000000000000,141.000000000000000,MA
"464",28391.000000000000000,85.000000000000000,MA
"465",39880.000000000000000,190.000000000000000,MA
"466",153060.000000000000000,62.000000000000000,MA
"467",93810.000000000000000,112.000000000000000,MA
"471",126326.000000000000000,810.000000000000000,IA
"472",29200.000000000000000,853.000000000000000,NY
"478",101786.000000000000000,653.000000000000000,PA
"490",10103.000000000000000,1273.000000000000000,IA
"493",23893.000000000000000,197.000000000000000,NY
"494",2695598.000000000000000,587.000000000000000,IL
"495",11131.000000000000000,810.000000000000000,IL
"496",43593.000000000000000,115.000000000000000,MA
"497",88857.000000000000000,121.000000000000000,MA
"499",15541.000000000000000,135.000000000000000,NY
"500",32736.000000000000000,200.000000000000000,NY
"502",51252.000000000000000,56.000000000000000,CT
"507",26885.000000000000000,587.000000000000000,IA
"532",67862.000000000000000,669.000000000000000,IA
"533",18577.000000000000000,617.000000000000000,OH
"539",47159.000000000000000,692.000000000000000,OH
"542",19563.000000000000000,676.000000000000000,OH
"546",12750.000000000000000,764.000000000000000,OH
"547",22268.000000000000000,659.000000000000000,OH
"549",14171.000000000000000,623.000000000000000,OH
"558",13388.000000000000000,1096.000000000000000,PA
"569",14286.000000000000000,633.000000000000000,OH
"570",20291.000000000000000,604.000000000000000,OH
"572",287208.000000000000000,610.000000000000000,OH
"574",20732.000000000000000,49.000000000000000,CT
"584",29257.000000000000000,23.000000000000000,CT
"585",28086.000000000000000,558.000000000000000,NY
"586",28866.000000000000000,131.000000000000000,NY
"588",19093.000000000000000,755.000000000000000,OH
"590",13656.000000000000000,889.000000000000000,OH
"591",19400.000000000000000,1191.000000000000000,OH
"592",11169.000000000000000,764.000000000000000,OH
"594",19212.000000000000000,797.000000000000000,OH
"596",396815.000000000000000,653.000000000000000,OH
"597",46121.000000000000000,942.000000000000000,OH
"599",17843.000000000000000,686.000000000000000,OH
"600",48920.000000000000000,617.000000000000000,OH
"601",16826.000000000000000,745.000000000000000,OH
"602",28849.000000000000000,955.000000000000000,OH
"608",52131.000000000000000,702.000000000000000,OH
"610",14001.000000000000000,1033.000000000000000,OH
"611",23138.000000000000000,896.000000000000000,OH
"613",19155.000000000000000,1086.000000000000000,OH
"614",15946.000000000000000,853.000000000000000,OH
"618",13070.000000000000000,1660.000000000000000,PA
"621",30028.000000000000000,692.000000000000000,OH
"623",20623.000000000000000,633.000000000000000,OH
"637",29381.000000000000000,518.000000000000000,PA
"640",12021.000000000000000,689.000000000000000,OH
"641",21193.000000000000000,669.000000000000000,OH
"642",22581.000000000000000,610.000000000000000,OH
"643",54533.000000000000000,738.000000000000000,OH
"644",64097.000000000000000,610.000000000000000,OH
"645",29465.000000000000000,728.000000000000000,OH
"648",14782.000000000000000,971.000000000000000,IA
"650",11463.000000000000000,840.000000000000000,IA
"652",41557.000000000000000,886.000000000000000,OH
"653",16734.000000000000000,627.000000000000000,OH
"671",10372.000000000000000,1070.000000000000000,PA
"673",1526006.000000000000000,46.000000000000000,PA
"690",33972.000000000000000,13.000000000000000,PA
"695",10687.000000000000000,49.000000000000000,PA
"700",10620.000000000000000,135.000000000000000,PA
"715",11443.000000000000000,112.000000000000000,PA
"730",17613.000000000000000,95.000000000000000,NJ
"731",11583.000000000000000,59.000000000000000,NJ
"732",16220.000000000000000,1076.000000000000000,PA
"753",25340.000000000000000,1657.000000000000000,PA
"756",13182.000000000000000,538.000000000000000,PA
"761",10465.000000000000000,568.000000000000000,PA
"777",41498.000000000000000,548.000000000000000,PA
"781",67292.000000000000000,112.000000000000000,NY
"782",77062.000000000000000,85.000000000000000,NY
"783",23583.000000000000000,128.000000000000000,NY
"784",15720.000000000000000,26.000000000000000,NY
"791",199110.000000000000000,961.000000000000000,OH
"792",26550.000000000000000,971.000000000000000,OH
"795",49652.000000000000000,1027.000000000000000,OH
"797",11188.000000000000000,988.000000000000000,OH
"800",12085.000000000000000,1060.000000000000000,OH
"803",34837.000000000000000,1089.000000000000000,OH
"804",17537.000000000000000,1112.000000000000000,OH
"805",18795.000000000000000,1004.000000000000000,OH
"806",15548.000000000000000,1129.000000000000000,OH
"808",16028.000000000000000,1129.000000000000000,OH
"811",14855.000000000000000,535.000000000000000,PA
"817",17012.000000000000000,728.000000000000000,OH
"820",13441.000000000000000,781.000000000000000,OH
"821",17963.000000000000000,745.000000000000000,OH
"830",42034.000000000000000,1148.000000000000000,PA
"833",11097.000000000000000,220.000000000000000,NJ
"835",12228.000000000000000,472.000000000000000,NJ
"837",69781.000000000000000,112.000000000000000,NJ
"838",146199.000000000000000,85.000000000000000,NJ
"839",10804.000000000000000,190.000000000000000,NJ
"840",11116.000000000000000,230.000000000000000,NJ
"841",11819.000000000000000,351.000000000000000,NJ
"857",13757.000000000000000,1043.000000000000000,PA
"886",41202.000000000000000,774.000000000000000,OH
"893",26764.000000000000000,66.000000000000000,NJ
"896",14473.000000000000000,341.000000000000000,NJ
"897",11032.000000000000000,43.000000000000000,NJ
"898",12729.000000000000000,85.000000000000000,NJ
"899",24958.000000000000000,115.000000000000000,NJ
"900",11340.000000000000000,56.000000000000000,NJ
"902",18061.000000000000000,92.000000000000000,NJ
"908",16341.000000000000000,30.000000000000000,NJ
"909",15392.000000000000000,138.000000000000000,NJ
"912",12754.000000000000000,223.000000000000000,NJ
"915",19622.000000000000000,95.000000000000000,NJ
"916",26342.000000000000000,66.000000000000000,NJ
"918",14488.000000000000000,49.000000000000000,NJ
"922",11335.000000000000000,13.000000000000000,NJ
"923",10908.000000000000000,72.000000000000000,NJ
"938",23273.000000000000000,846.000000000000000,PA
"944",14950.000000000000000,325.000000000000000,NJ
"952",10248.000000000000000,712.000000000000000,NJ
"953",10521.000000000000000,180.000000000000000,NJ
"956",48520.000000000000000,1860.000000000000000,NE
"957",30787.000000000000000,2152.000000000000000,NE
"960",47821.000000000000000,1240.000000000000000,OH
"961",26119.000000000000000,994.000000000000000,OH
"962",22322.000000000000000,1158.000000000000000,OH
"963",73007.000000000000000,1056.000000000000000,OH
"965",32149.000000000000000,948.000000000000000,OH
"970",26800.000000000000000,328.000000000000000,PA
"986",74982.000000000000000,354.000000000000000,PA
"987",26964.000000000000000,23.000000000000000,NY
"988",33275.000000000000000,7.000000000000000,NY
"997",13975.000000000000000,1309.000000000000000,PA
"999",21457.000000000000000,200.000000000000000,NJ
"1033",16264.000000000000000,13.000000000000000,NJ
"1034",66455.000000000000000,174.000000000000000,NJ
"1035",49708.000000000000000,174.000000000000000,NJ
"1036",10780.000000000000000,571.000000000000000,IA
"1044",118032.000000000000000,341.000000000000000,PA
"1048",11211.000000000000000,453.000000000000000,PA
"1053",10402.000000000000000,46.000000000000000,NJ
"1056",12098.000000000000000,59.000000000000000,NJ
"1059",21936.000000000000000,115.000000000000000,NJ
"1080",46320.000000000000000,1161.000000000000000,PA
"1090",49808.000000000000000,112.000000000000000,NJ
"1091",27346.000000000000000,16.000000000000000,NJ
"1092",21085.000000000000000,75.000000000000000,NJ
"1093",13297.000000000000000,75.000000000000000,NJ
"1094",40499.000000000000000,16.000000000000000,NJ
"1095",12171.000000000000000,220.000000000000000,NJ
"1096",30316.000000000000000,128.000000000000000,NJ
"1116",20978.000000000000000,1165.000000000000000,PA
"1130",24907.000000000000000,1923.000000000000000,NE
"1132",11761.000000000000000,751.000000000000000,PA
"1137",14892.000000000000000,1030.000000000000000,PA
"1148",20079.000000000000000,906.000000000000000,PA
"1151",13116.000000000000000,791.000000000000000,PA
"1185",88082.000000000000000,256.000000000000000,PA
"1196",10461.000000000000000,299.000000000000000,PA
"1198",13470.000000000000000,1237.000000000000000,PA
"1201",19767.000000000000000,1155.000000000000000,PA
"1206",32313.000000000000000,1194.000000000000000,PA
"1243",19731.000000000000000,758.000000000000000,PA
"1247",11406.000000000000000,1047.000000000000000,PA
"1254",305704.000000000000000,764.000000000000000,PA
"1273",20313.000000000000000,1089.000000000000000,PA
"1276",13944.000000000000000,1257.000000000000000,PA
"1278",15930.000000000000000,938.000000000000000,PA
"1280",10619.000000000000000,1033.000000000000000,PA
"1281",17288.000000000000000,902.000000000000000,OH
"1288",49528.000000000000000,331.000000000000000,PA
"1331",22844.000000000000000,13.000000000000000,NJ
"1332",42704.000000000000000,59.000000000000000,NJ
"1334",23385.000000000000000,59.000000000000000,NJ
"1335",16008.000000000000000,82.000000000000000,NJ
"1337",13635.000000000000000,49.000000000000000,NJ
"1339",55181.000000000000000,85.000000000000000,NJ
"1340",50814.000000000000000,56.000000000000000,NJ
"1341",18659.000000000000000,1050.000000000000000,OH
"1343",16990.000000000000000,1004.000000000000000,OH
"1347",25477.000000000000000,469.000000000000000,PA
"1352",12459.000000000000000,1286.000000000000000,NE
"1358",12206.000000000000000,46.000000000000000,NJ
"1368",17892.000000000000000,39.000000000000000,NJ
"1373",22377.000000000000000,154.000000000000000,PA
"1381",12307.000000000000000,213.000000000000000,NJ
"1383",84913.000000000000000,59.000000000000000,NJ
"1386",18682.000000000000000,472.000000000000000,PA
"1410",20268.000000000000000,614.000000000000000,PA
"1415",10568.000000000000000,709.000000000000000,PA
"1418",10310.000000000000000,860.000000000000000,OH
"1419",47573.000000000000000,833.000000000000000,OH
"1420",14962.000000000000000,1001.000000000000000,OH
"1424",13100.000000000000000,322.000000000000000,PA
"1433",16440.000000000000000,138.000000000000000,PA
"1436",18461.000000000000000,449.000000000000000,PA
"1450",15289.000000000000000,600.000000000000000,PA
"1472",43718.000000000000000,387.000000000000000,PA
"1483",11045.000000000000000,26.000000000000000,NJ
"1485",18392.000000000000000,16.000000000000000,NJ
"1496",25487.000000000000000,676.000000000000000,OH
"1507",77344.000000000000000,7.000000000000000,NJ
"1509",10233.000000000000000,161.000000000000000,NJ
"1527",10174.000000000000000,59.000000000000000,NJ
"1535",20249.000000000000000,20.000000000000000,NJ
"1537",10795.000000000000000,30.000000000000000,NJ
"1539",10650.000000000000000,7.000000000000000,NJ
"1543",11021.000000000000000,814.000000000000000,KS
"1545",14085.000000000000000,614.000000000000000,OH
"1546",20033.000000000000000,771.000000000000000,OH
"1548",25349.000000000000000,10.000000000000000,NJ
"1550",28400.000000000000000,39.000000000000000,NJ
"1551",60724.000000000000000,108.000000000000000,NJ
"1589",52281.000000000000000,1024.000000000000000,KS
"1590",11265.000000000000000,850.000000000000000,KS
"1591",35251.000000000000000,840.000000000000000,KS
"1592",620961.000000000000000,33.000000000000000,MD
"1593",23681.000000000000000,413.000000000000000,MD
"1598",11701.000000000000000,10.000000000000000,NJ
"1610",19207.000000000000000,653.000000000000000,OH
"1611",10385.000000000000000,561.000000000000000,OH
"1613",13560.000000000000000,587.000000000000000,OH
"1615",11223.000000000000000,738.000000000000000,OH
"1620",23353.000000000000000,1106.000000000000000,KS
"1621",127473.000000000000000,948.000000000000000,KS
"1623",26203.000000000000000,709.000000000000000,VA
"1626",145786.000000000000000,869.000000000000000,KS
"1628",20510.000000000000000,2021.000000000000000,KS
"1632",87643.000000000000000,866.000000000000000,KS
"1636",19123.000000000000000,1060.000000000000000,KS
"1638",31867.000000000000000,942.000000000000000,KS
"1639",48190.000000000000000,1030.000000000000000,KS
"1641",62209.000000000000000,1066.000000000000000,KS
"1644",21447.000000000000000,991.000000000000000,KS
"1646",20226.000000000000000,535.000000000000000,OH
"1647",47707.000000000000000,1224.000000000000000,KS
"1650",22565.000000000000000,433.000000000000000,VA
"1651",319294.000000000000000,463.000000000000000,MO
"1652",24916.000000000000000,1142.000000000000000,KS
"1656",15995.000000000000000,1850.000000000000000,KS
"1659",13155.000000000000000,1496.000000000000000,KS
"1669",26658.000000000000000,2838.000000000000000,KS
"1670",23746.000000000000000,1391.000000000000000,VA
"1673",42080.000000000000000,1535.000000000000000,KS
"1676",13021.000000000000000,1342.000000000000000,KS
"1678",43475.000000000000000,466.000000000000000,VA
"1684",27340.000000000000000,2493.000000000000000,KS
"1686",382368.000000000000000,1302.000000000000000,KS
"1697",20233.000000000000000,942.000000000000000,KS
"1698",204214.000000000000000,210.000000000000000,VA
"1700",12415.000000000000000,1119.000000000000000,KS
"1701",12301.000000000000000,1129.000000000000000,KS
"1704",20525.000000000000000,2835.000000000000000,KS
"1707",10295.000000000000000,738.000000000000000,KS
"1712",10500.000000000000000,902.000000000000000,KS
"1719",24802.000000000000000,1066.000000000000000,VA
"1720",14068.000000000000000,85.000000000000000,VA
"1727",13821.000000000000000,1017.000000000000000,VA
"1783",29888.000000000000000,20.000000000000000,CA
"1839",343829.000000000000000,0.000000000000000,LA
"1841",19258.000000000000000,52.000000000000000,FL
"1846",17593.000000000000000,656.000000000000000,MI
"1847",84094.000000000000000,666.000000000000000,MI
"1848",12875.000000000000000,604.000000000000000,MI
"1849",25883.000000000000000,581.000000000000000,MI
"1871",14716.000000000000000,1877.000000000000000,ND
"1926",61272.000000000000000,1696.000000000000000,ND
"1935",25830.000000000000000,899.000000000000000,ND
"2032",26091.000000000000000,1302.000000000000000,SD
"2100",10051.000000000000000,1020.000000000000000,NH
"2108",13661.000000000000000,840.000000000000000,WI
"2135",12719.000000000000000,709.000000000000000,WI
"2146",16264.000000000000000,899.000000000000000,WI
"2156",21482.000000000000000,1732.000000000000000,SD
"2163",39106.000000000000000,1204.000000000000000,WI
"2180",67956.000000000000000,3241.000000000000000,SD
"2192",13151.000000000000000,584.000000000000000,NH
"2200",27023.000000000000000,466.000000000000000,NY
"2206",11712.000000000000000,604.000000000000000,WI
"2213",33736.000000000000000,604.000000000000000,WI
"2243",17353.000000000000000,755.000000000000000,WI
"2244",25501.000000000000000,751.000000000000000,WI
"2246",66083.000000000000000,768.000000000000000,WI
"2289",15000.000000000000000,896.000000000000000,WI
"2296",65883.000000000000000,787.000000000000000,WI
"2310",42417.000000000000000,197.000000000000000,VT
"2311",17904.000000000000000,315.000000000000000,VT
"2320",26717.000000000000000,1089.000000000000000,WI
"2328",12123.000000000000000,1076.000000000000000,WI
"2333",18367.000000000000000,1027.000000000000000,WI
"2336",19118.000000000000000,1286.000000000000000,WI
"2342",16963.000000000000000,604.000000000000000,WI
"2344",104057.000000000000000,594.000000000000000,WI
"2345",17399.000000000000000,617.000000000000000,WI
"2346",13975.000000000000000,597.000000000000000,WI
"2348",23800.000000000000000,610.000000000000000,WI
"2373",12592.000000000000000,1280.000000000000000,SD
"2374",10494.000000000000000,3648.000000000000000,SD
"2400",72623.000000000000000,794.000000000000000,WI
"2403",15462.000000000000000,656.000000000000000,WI
"2408",10449.000000000000000,732.000000000000000,WI
"2418",134056.000000000000000,623.000000000000000,MI
"2420",32442.000000000000000,614.000000000000000,MI
"2421",14480.000000000000000,614.000000000000000,MI
"2423",55224.000000000000000,909.000000000000000,MI
"2424",29319.000000000000000,663.000000000000000,MI
"2427",59515.000000000000000,925.000000000000000,MI
"2428",12711.000000000000000,755.000000000000000,MI
"2429",70995.000000000000000,820.000000000000000,MI
"2430",57236.000000000000000,663.000000000000000,MI
"2431",71739.000000000000000,682.000000000000000,MI
"2432",11327.000000000000000,925.000000000000000,MI
"2434",80980.000000000000000,748.000000000000000,MI
"2436",21412.000000000000000,958.000000000000000,MI
"2437",14970.000000000000000,682.000000000000000,MI
"2438",20103.000000000000000,778.000000000000000,MI
"2440",11825.000000000000000,666.000000000000000,MI
"2441",10372.000000000000000,748.000000000000000,MI
"2442",79740.000000000000000,850.000000000000000,MI
"2443",19900.000000000000000,646.000000000000000,MI
"2444",16422.000000000000000,630.000000000000000,MI
"2449",29694.000000000000000,630.000000000000000,MI
"2450",60879.000000000000000,46.000000000000000,MA
"2453",26493.000000000000000,23.000000000000000,MA
"2456",11596.000000000000000,89.000000000000000,MA
"2457",19808.000000000000000,59.000000000000000,MA
"2464",10827.000000000000000,1056.000000000000000,WI
"2467",63575.000000000000000,837.000000000000000,WI
"2471",36966.000000000000000,751.000000000000000,WI
"2476",14390.000000000000000,823.000000000000000,WI
"2480",10084.000000000000000,1033.000000000000000,WI
"2491",10464.000000000000000,768.000000000000000,WI
"2493",78860.000000000000000,623.000000000000000,WI
"2495",10254.000000000000000,30.000000000000000,NY
"2506",22056.000000000000000,1621.000000000000000,SD
"2512",10355.000000000000000,1306.000000000000000,MI
"2549",15175.000000000000000,62.000000000000000,ME
"2577",51320.000000000000000,669.000000000000000,WI
"2579",17736.000000000000000,715.000000000000000,WI
"2583",34932.000000000000000,594.000000000000000,MI
"2600",11340.000000000000000,892.000000000000000,WI
"2603",43021.000000000000000,761.000000000000000,WI
"2628",49288.000000000000000,630.000000000000000,WI
"2632",16495.000000000000000,646.000000000000000,VT
"2642",15254.000000000000000,1312.000000000000000,SD
"2648",153888.000000000000000,1473.000000000000000,SD
"2660",41863.000000000000000,627.000000000000000,MI
"2663",26016.000000000000000,771.000000000000000,MI
"2678",10601.000000000000000,928.000000000000000,MI
"2683",15951.000000000000000,502.000000000000000,NH
"2712",10324.000000000000000,791.000000000000000,WI
"2720",12048.000000000000000,889.000000000000000,WI
"2738",16214.000000000000000,879.000000000000000,WI
"2746",62235.000000000000000,456.000000000000000,NY
"2747",42695.000000000000000,272.000000000000000,NH
"2751",20362.000000000000000,1066.000000000000000,OH
"2752",10512.000000000000000,1168.000000000000000,OH
"2775",14324.000000000000000,627.000000000000000,PA
"2783",11195.000000000000000,768.000000000000000,OH
"2785",38771.000000000000000,879.000000000000000,OH
"2791",277140.000000000000000,30.000000000000000,NJ
"2792",64270.000000000000000,157.000000000000000,NJ
"2805",13355.000000000000000,495.000000000000000,NH
"2808",29987.000000000000000,66.000000000000000,NH
"2809",29752.000000000000000,230.000000000000000,NH
"2810",11766.000000000000000,226.000000000000000,NH
"2811",10345.000000000000000,43.000000000000000,NH
"2813",51508.000000000000000,581.000000000000000,MI
"2823",11459.000000000000000,758.000000000000000,WI
"2825",11412.000000000000000,784.000000000000000,WI
"2826",11250.000000000000000,600.000000000000000,WI
"2829",31078.000000000000000,896.000000000000000,WI
"2830",19749.000000000000000,866.000000000000000,WI
"2831",14223.000000000000000,981.000000000000000,WI
"2835",11300.000000000000000,978.000000000000000,WI
"2870",38401.000000000000000,617.000000000000000,MI
"2871",10856.000000000000000,627.000000000000000,MI
"2873",23994.000000000000000,610.000000000000000,MI
"2901",12611.000000000000000,876.000000000000000,WI
"2902",29364.000000000000000,955.000000000000000,WI
"2903",10619.000000000000000,971.000000000000000,WI
"2904",12097.000000000000000,928.000000000000000,WI
"2905",25260.000000000000000,1020.000000000000000,WI
"2915",233209.000000000000000,873.000000000000000,WI
"2919",17442.000000000000000,938.000000000000000,WI
"2925",23537.000000000000000,748.000000000000000,MI
"2927",10694.000000000000000,751.000000000000000,MI
"2928",188040.000000000000000,640.000000000000000,MI
"2929",15378.000000000000000,604.000000000000000,MI
"2930",48707.000000000000000,689.000000000000000,MI
"2932",20779.000000000000000,20.000000000000000,NH
"2933",22015.000000000000000,279.000000000000000,NH
"2937",11037.000000000000000,413.000000000000000,NH
"2945",29999.000000000000000,774.000000000000000,MI
"2948",11756.000000000000000,906.000000000000000,MI
"2949",102434.000000000000000,751.000000000000000,MI
"2981",11224.000000000000000,984.000000000000000,WI
"2983",109565.000000000000000,259.000000000000000,NH
"2984",86494.000000000000000,161.000000000000000,NH
"2995",10412.000000000000000,604.000000000000000,MI
"2996",33051.000000000000000,610.000000000000000,MI
"3000",23861.000000000000000,853.000000000000000,WI
"3004",12368.000000000000000,787.000000000000000,WI
"3006",10518.000000000000000,919.000000000000000,WI
"3008",70718.000000000000000,817.000000000000000,WI
"3012",37920.000000000000000,830.000000000000000,WI
"3020",35626.000000000000000,856.000000000000000,WI
"3023",24135.000000000000000,804.000000000000000,WI
"3025",39584.000000000000000,922.000000000000000,WI
"3027",15759.000000000000000,863.000000000000000,WI
"3030",13195.000000000000000,817.000000000000000,WI
"3031",13162.000000000000000,679.000000000000000,WI
"3032",21156.000000000000000,666.000000000000000,WI
"3033",46396.000000000000000,666.000000000000000,WI
"3034",60411.000000000000000,728.000000000000000,WI
"3036",14110.000000000000000,650.000000000000000,WI
"3037",12872.000000000000000,653.000000000000000,WI
"3038",14046.000000000000000,738.000000000000000,WI
"3039",36720.000000000000000,778.000000000000000,WI
"3041",11999.000000000000000,692.000000000000000,WI
"3043",35451.000000000000000,807.000000000000000,WI
"3045",18267.000000000000000,725.000000000000000,WI
"3046",594833.000000000000000,614.000000000000000,WI
"3047",34451.000000000000000,702.000000000000000,WI
"3050",23409.000000000000000,486.000000000000000,NH
"3058",14454.000000000000000,1207.000000000000000,SD
"3068",15194.000000000000000,728.000000000000000,MI
"3075",11394.000000000000000,718.000000000000000,MI
"3082",10571.000000000000000,1224.000000000000000,SD
"3087",50129.000000000000000,33.000000000000000,NY
"3089",16314.000000000000000,610.000000000000000,MI
"3090",12084.000000000000000,587.000000000000000,MI
"3092",47299.000000000000000,617.000000000000000,MI
"3093",59715.000000000000000,581.000000000000000,MI
"3094",129699.000000000000000,614.000000000000000,MI
"3101",48579.000000000000000,856.000000000000000,MI
"3102",114297.000000000000000,853.000000000000000,MI
"3116",44737.000000000000000,1004.000000000000000,MA
"3123",75754.000000000000000,95.000000000000000,MA
"3124",38120.000000000000000,98.000000000000000,MA
"3125",42844.000000000000000,69.000000000000000,MA
"3127",24729.000000000000000,56.000000000000000,MA
"3128",24498.000000000000000,220.000000000000000,MA
"3131",68318.000000000000000,164.000000000000000,MA
"3134",22325.000000000000000,102.000000000000000,MA
"3135",21374.000000000000000,20.000000000000000,MA
"3137",14907.000000000000000,210.000000000000000,MA
"3138",31394.000000000000000,213.000000000000000,MA
"3140",10106.000000000000000,164.000000000000000,MA
"3150",11412.000000000000000,459.000000000000000,MA
"3157",25055.000000000000000,259.000000000000000,MA
"3160",99218.000000000000000,604.000000000000000,WI
"3163",19719.000000000000000,696.000000000000000,WI
"3166",19065.000000000000000,305.000000000000000,MA
"3172",113934.000000000000000,879.000000000000000,MI
"3173",33534.000000000000000,932.000000000000000,MI
"3176",52347.000000000000000,840.000000000000000,MI
"3183",46292.000000000000000,879.000000000000000,MI
"3185",74262.000000000000000,787.000000000000000,MI
"3188",58732.000000000000000,26.000000000000000,MA
"3189",24729.000000000000000,108.000000000000000,MA
"3192",27982.000000000000000,125.000000000000000,MA
"3193",10791.000000000000000,203.000000000000000,MA
"3197",15784.000000000000000,161.000000000000000,MA
"3198",15985.000000000000000,108.000000000000000,MA
"3205",10293.000000000000000,52.000000000000000,MA
"3212",11600.000000000000000,692.000000000000000,MI
"3215",10038.000000000000000,594.000000000000000,MI
"3219",95072.000000000000000,98.000000000000000,MA
"3220",55874.000000000000000,13.000000000000000,MA
"3226",21133.000000000000000,774.000000000000000,MI
"3250",10945.000000000000000,968.000000000000000,MI
"3254",10994.000000000000000,915.000000000000000,MI
"3264",30562.000000000000000,98.000000000000000,CT
"3269",63268.000000000000000,128.000000000000000,CT
"3271",26668.000000000000000,43.000000000000000,CT
"3272",12498.000000000000000,43.000000000000000,CT
"3276",15344.000000000000000,607.000000000000000,CT
"3284",17737.000000000000000,223.000000000000000,CT
"3285",71148.000000000000000,39.000000000000000,RI
"3286",19376.000000000000000,85.000000000000000,RI
"3287",80387.000000000000000,66.000000000000000,RI
"3288",47037.000000000000000,62.000000000000000,RI
"3289",178042.000000000000000,10.000000000000000,RI
"3290",41186.000000000000000,194.000000000000000,RI
"3295",11547.000000000000000,98.000000000000000,RI
"3337",12841.000000000000000,650.000000000000000,OH
"3344",82672.000000000000000,20.000000000000000,RI
"3345",22111.000000000000000,1447.000000000000000,NE
"3346",26397.000000000000000,1197.000000000000000,NE
"3355",24672.000000000000000,26.000000000000000,RI
